ablation_mechanism,ablation_priority,ablation_scope,abort_retry_delay_s,action_counts,agent_admission_mode,agent_execution_mode,agent_latency_avg_s,agent_latency_max_s,agent_latency_p50_s,agent_latency_p95_s,agent_latency_p99_s,agent_slots,attempts_per_commit,attempts_per_task,background_aborts,background_commits,background_throughput,background_workers,commit_rate,commit_rate_stddev,committed_tasks,committed_throughput,conflict_aborts,conflict_object_class_counts,conflict_object_counts,elapsed_s,estimated_base_tokens,estimated_base_wasted_tokens,estimated_refresh_tokens,estimated_refresh_tokens_per_task,estimated_tokens,estimated_tokens_per_task,estimated_wasted_tokens,estimated_wasted_tokens_per_task,fast_through_strategy_counts,final_failed_tasks,lease_refresh_rebased_writes,lease_refresh_rebased_writes_per_task,lease_refresh_regenerations,lease_refresh_regenerations_per_task,lease_refresh_replayed_operations,lease_refresh_replayed_operations_per_task,max_attempts,object_lock_priority_burst,object_lock_scheduler,operation_policy_counts,operation_rule_counts,planning_delay_s,policy_variant,prelock_committing_enters,prelock_committing_exits,prelock_handoff_count,prelock_handoff_per_task,prelock_lease_mode,prelock_queue_depth_avg,prelock_queue_depth_max,prelock_queue_depth_observations,prelock_queue_depth_sum,prelock_wait_budget_mode,prelock_wait_budget_s,prelock_wait_per_task_s,prelock_wait_s,profile,rejected_tasks,runs,selected_strategy_counts,snapshot_timing,stage_phase_counts,strategy,task_count,task_latencies_s,task_operation_counts,throughput_stddev,tokens_per_operation,total_attempts,wasted_attempts,wasted_attempts_per_task,workers,workload,workload_kind,source_dir
dynamic,False,op,0.0,"{'direct': 298, 'regenerate_required': 340}",before-begin,staged,1.097300114849983,3.617534575999798,0.32394165949995113,3.258537565350094,3.474231336089851,4,2.140939597315436,2.1266666666666665,291,388,22.262639269851974,4,0.9933333333333333,0.009128709291752798,298,17.098625006226516,340,"{'tpcc:district:next_order_id': 186, 'tpcc:stock:quantity': 193}","{'tpcc:district:0:0:next_order_id': 106, 'tpcc:district:0:1:next_order_id': 80, 'tpcc:stock:0:10:quantity': 2, 'tpcc:stock:0:11:quantity': 3, 'tpcc:stock:0:12:quantity': 5, 'tpcc:stock:0:13:quantity': 1, 'tpcc:stock:0:14:quantity': 2, 'tpcc:stock:0:15:quantity': 4, 'tpcc:stock:0:16:quantity': 4, 'tpcc:stock:0:17:quantity': 4, 'tpcc:stock:0:18:quantity': 4, 'tpcc:stock:0:19:quantity': 1, 'tpcc:stock:0:1:quantity': 1, 'tpcc:stock:0:21:quantity': 1, 'tpcc:stock:0:22:quantity': 2, 'tpcc:stock:0:24:quantity': 1, 'tpcc:stock:0:26:quantity': 3, 'tpcc:stock:0:27:quantity': 1, 'tpcc:stock:0:28:quantity': 1, 'tpcc:stock:0:29:quantity': 1, 'tpcc:stock:0:30:quantity': 3, 'tpcc:stock:0:31:quantity': 2, 'tpcc:stock:0:32:quantity': 1, 'tpcc:stock:0:34:quantity': 3, 'tpcc:stock:0:35:quantity': 1, 'tpcc:stock:0:37:quantity': 1, 'tpcc:stock:0:38:quantity': 6, 'tpcc:stock:0:39:quantity': 4, 'tpcc:stock:0:3:quantity': 4, 'tpcc:stock:0:41:quantity': 5, 'tpcc:stock:0:42:quantity': 2, 'tpcc:stock:0:43:quantity': 1, 'tpcc:stock:0:44:quantity': 6, 'tpcc:stock:0:45:quantity': 3, 'tpcc:stock:0:47:quantity': 2, 'tpcc:stock:0:48:quantity': 3, 'tpcc:stock:0:4:quantity': 2, 'tpcc:stock:0:50:quantity': 1, 'tpcc:stock:0:51:quantity': 1, 'tpcc:stock:0:52:quantity': 2, 'tpcc:stock:0:54:quantity': 1, 'tpcc:stock:0:55:quantity': 2, 'tpcc:stock:0:56:quantity': 2, 'tpcc:stock:0:58:quantity': 2, 'tpcc:stock:0:59:quantity': 1, 'tpcc:stock:0:60:quantity': 3, 'tpcc:stock:0:62:quantity': 3, 'tpcc:stock:0:63:quantity': 4, 'tpcc:stock:0:64:quantity': 2, 'tpcc:stock:0:65:quantity': 1, 'tpcc:stock:0:67:quantity': 3, 'tpcc:stock:0:68:quantity': 3, 'tpcc:stock:0:69:quantity': 1, 'tpcc:stock:0:70:quantity': 2, 'tpcc:stock:0:72:quantity': 2, 'tpcc:stock:0:73:quantity': 3, 'tpcc:stock:0:74:quantity': 5, 'tpcc:stock:0:75:quantity': 3, 'tpcc:stock:0:76:quantity': 2, 'tpcc:stock:0:78:quantity': 1, 'tpcc:stock:0:79:quantity': 2, 'tpcc:stock:0:80:quantity': 2, 'tpcc:stock:0:81:quantity': 3, 'tpcc:stock:0:82:quantity': 5, 'tpcc:stock:0:83:quantity': 4, 'tpcc:stock:0:84:quantity': 3, 'tpcc:stock:0:86:quantity': 2, 'tpcc:stock:0:87:quantity': 2, 'tpcc:stock:0:89:quantity': 3, 'tpcc:stock:0:8:quantity': 1, 'tpcc:stock:0:90:quantity': 1, 'tpcc:stock:0:92:quantity': 4, 'tpcc:stock:0:94:quantity': 5, 'tpcc:stock:0:95:quantity': 3, 'tpcc:stock:0:96:quantity': 1, 'tpcc:stock:0:97:quantity': 1, 'tpcc:stock:0:98:quantity': 2, 'tpcc:stock:0:99:quantity': 4, 'tpcc:stock:0:9:quantity': 5}",17.428301977000046,113817924.0,60655320.0,0.0,0.0,113817924.0,379393.08,60655320.0,202184.4,{},2,0,0.0,0,0.0,0,0.0,8,2,race,"{'optimistic': 35218, 'pessimistic': 784}","{'feedback-conflict-risk-pessimistic': 385, 'feedback-lock-cost-optimistic': 34916, 'prelock-budget-fallback-optimistic': 289, 'tpcc-commutative-delta-optimistic-prior': 13, 'tpcc-order-counter-risk-prior': 399}",0.05,op-dynamic,638,638,0,0.0,hold,0.0,0,1073,0.0,object,0.07,0.08441024177668775,25.323072533006325,high,0,5,{'adaptive-op-strict': 300},before-planning,"{'commit': 300, 'explore': 300, 'refine': 300}",adaptive-op-strict,300,"[0.043752302000029886, 0.36885058100006063, 0.17694699100002254, 0.34601112100017417, 2.3520178570001917, 3.0104857159999483, 2.83935881699972, 3.28347104400018, 2.2769962430002124, 3.396288612999797, 2.3726577009997527, 2.496872698000061, 2.947100569000213, 3.3680416649999643, 3.0680437649998566, 2.911697428000025, 2.54920335099996, 2.8835319330000857, 2.579001170000083, 2.7173108980000507, 3.497343587999694, 2.748720836999837, 2.522119990000192, 3.1859831500000837, 0.1708441529999618, 0.3947939210002005, 0.09499859200013816, 0.11547629899996537, 0.12105212300002677, 0.4214944599998489, 0.29047989399987273, 0.0417154740002843, 0.10041072600006373, 0.5022788930000388, 0.5480066000000079, 0.22067030399966825, 0.09726657800001703, 0.11673739399975602, 0.03420401999983369, 0.0790977000001476, 0.6877824339999279, 0.23311407399978634, 0.5749603849999403, 0.04132104899963451, 0.12918286500007525, 0.21239908799998375, 0.0492368729996997, 0.43695930900003077, 0.09118632999980036, 0.03246478900018701, 0.1803524799997831, 0.10696618800011493, 0.22487478199991529, 0.09582674300008875, 0.1502998259998094, 0.3785187080002288, 0.13339912199990067, 0.1125975700001618, 0.18985609700030182, 0.24349967899979674, 0.2361689720000868, 0.03243617999987691, 0.43116588100019726, 0.10619447899989609, 3.439495719000206, 3.169146556999749, 2.207189597999786, 2.0885655580000275, 2.027651583000079, 2.85987513200007, 2.5180210309999893, 2.9124701180003285, 3.110219657000016, 2.9507224560002214, 2.700543143000232, 2.351655001999916, 2.4820382560001235, 2.8055312619999313, 3.2572252770000887, 2.3896717719999288, 2.752852596000139, 2.9900978899995607, 3.0696716829997968, 2.598506762999932, 0.1511553919999642, 0.08689532399966993, 0.3297471629998654, 0.1124210520001725, 0.03701416500007326, 0.0978536089996851, 0.35976862400002574, 0.14201188600009118, 0.20714597599999252, 0.2378792849999627, 0.06547325199971965, 0.37426510900013454, 0.1650323720000415, 0.17460027299966896, 0.4225251540001409, 0.23011063299964007, 0.36429223599998295, 0.036331534999590076, 0.42120931899989955, 0.04700083299985636, 0.28907395399983216, 0.9696193710001353, 0.05997734099992158, 0.7450959329999023, 0.5410053310001786, 0.029115134999756265, 0.021994941999764706, 0.036970279999877675, 0.038084393000190175, 0.17166736399985894, 0.0360146750003878, 0.05455249399983586, 0.05860895799969512, 0.08267206199980137, 0.07482214999981807, 0.020266133999939484, 0.0879527209999651, 0.45074482399968474, 0.3763250590000098, 0.10696784399988246, 2.2974538820003545, 3.033649256999979, 2.326456048000182, 2.373007603000133, 2.994923743000072, 3.2835687010001493, 2.571773279000354, 2.7656810720000067, 3.0629743660001623, 2.7975521559997105, 2.466663629999857, 2.7475126409999575, 2.677318208000088, 2.8720150189997184, 2.1822348739997324, 2.238788884999849, 3.221440722999887, 3.1197377550001875, 2.7219542450002336, 2.498569091000263, 0.09409788500033756, 0.09118361199989522, 0.11972123599980478, 0.4099162970001089, 0.7916953650001233, 0.12443610599984822, 0.11980615599986777, 0.3146421520000331, 0.12412699600008636, 0.2689465759999621, 0.06568908600002032, 0.11959352299982129, 0.13257714299970758, 0.3504301419998228, 0.03391378100013753, 0.12363421999998536, 0.19257583399985378, 1.2344670219999898, 0.119100890000027, 0.5206107389999488, 0.07649822699977449, 0.17875603699985732, 0.013949828000022535, 0.044084764999752224, 0.15456401199980974, 0.03990472200030126, 0.05671947300015745, 0.39536583999961294, 0.12286987099969338, 0.07209146599961969, 0.7807898920000298, 0.03782155799990505, 0.055572898000264104, 0.3380245719999948, 0.11558331800006272, 0.07288866999988386, 0.04994768100004876, 0.160396191000018, 0.4373067180004, 0.24174287699997876, 2.246497402999921, 2.9531523239998023, 2.652477249000185, 2.3488260040003297, 2.7372956939998403, 2.7221760299999005, 2.822973943999841, 3.296493837000071, 3.354021286000261, 2.461275305000072, 2.561455300000034, 3.0114309580003464, 3.1665592179997475, 2.612806897000155, 3.0821420659999603, 3.194686162999915, 2.804169426000044, 2.169032539, 2.9122145510000337, 2.314533789000052, 0.023674223000398342, 0.061433893000412354, 0.5259933300003468, 0.20824529899982736, 0.3633747920002861, 0.20852769399971294, 0.04182330599996931, 0.03426928200042312, 0.5006770889999643, 0.1446765430000596, 0.784327650999785, 0.12638126199999533, 0.1589726089996475, 0.1761709620000147, 0.1869422139998278, 0.04399013600004764, 0.3007354699998359, 0.10137900399968203, 0.12268210000002, 0.7535952589996668, 0.036720548999710445, 0.2727134480001041, 0.021456624000165903, 0.3691912260001118, 0.20316483899978266, 0.03573391100007939, 0.9842171959999177, 0.12363593700001729, 0.11201182100012375, 0.49036770199973034, 0.027737993999835453, 0.11647240700040129, 0.11066205600036483, 0.4854834039997513, 0.06320665200018993, 0.03587273399989499, 0.06399043300007179, 0.31813615600003686, 0.2561617389997082, 0.18231043000014324, 3.617534575999798, 3.409804095999789, 2.916859637000016, 3.171785452000222, 3.5342957540001407, 3.344813823000095, 3.215600578000249, 3.412480582999706, 2.4635237179995784, 3.295475785000235, 2.936753854000017, 2.756118251999851, 3.017509022000013, 2.7060419600002206, 3.473997878999853, 3.247798827999759, 2.982576911000251, 3.0584288619998006, 3.102985907999937, 2.8452833259998442, 0.6999558789998446, 0.3079432919998908, 0.1644226250000429, 0.06664060899993274, 0.14016020200006096, 0.16045292700027858, 0.447642352999992, 0.1660454159996334, 0.4456868890001715, 0.18962864500008436, 0.158845879999717, 0.11108097000033013, 0.15556649200016182, 0.30860092600005373, 0.18725409900025625, 0.33888675900016096, 0.1332978259997617, 0.5462829150001198, 0.10310185200023625, 0.5304592489997049, 0.1729580219998752, 0.24047213899984854, 0.3629674119997617, 0.585847719999947, 1.164945767000063, 0.16231207600003472, 0.1776423309997881, 0.19015273900004104, 0.03316259600023841, 0.03220041299982768, 0.3517689259997496, 0.1989180310001757, 0.0376874499997939, 0.16233558699968853, 0.20902957399994193, 0.18783687700033624]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]",0.6543184395423978,2703.0,638,340,1.1333333333333333,24,agent-tpcc-semantic:high,tpcc,atcc_ablation_threshold32_formal_tpcc_high_op_dynamic_20260701_15
dynamic,True,op,0.0,"{'direct': 295, 'regenerate_required': 325}",before-begin,staged,1.0666486455466666,3.5221634819999963,0.3117792830000017,3.2596571755499992,3.4566326015299973,4,2.1016949152542375,2.066666666666667,634,494,29.003156716375983,4,0.9833333333333333,0.016666666666666663,295,17.319698848848006,325,"{'tpcc:district:next_order_id': 179, 'tpcc:stock:quantity': 188}","{'tpcc:district:0:0:next_order_id': 87, 'tpcc:district:0:1:next_order_id': 92, 'tpcc:stock:0:0:quantity': 3, 'tpcc:stock:0:10:quantity': 3, 'tpcc:stock:0:11:quantity': 1, 'tpcc:stock:0:12:quantity': 3, 'tpcc:stock:0:13:quantity': 3, 'tpcc:stock:0:14:quantity': 2, 'tpcc:stock:0:15:quantity': 2, 'tpcc:stock:0:16:quantity': 1, 'tpcc:stock:0:17:quantity': 1, 'tpcc:stock:0:18:quantity': 5, 'tpcc:stock:0:19:quantity': 4, 'tpcc:stock:0:20:quantity': 1, 'tpcc:stock:0:21:quantity': 1, 'tpcc:stock:0:23:quantity': 2, 'tpcc:stock:0:24:quantity': 1, 'tpcc:stock:0:25:quantity': 1, 'tpcc:stock:0:26:quantity': 3, 'tpcc:stock:0:27:quantity': 2, 'tpcc:stock:0:28:quantity': 2, 'tpcc:stock:0:29:quantity': 1, 'tpcc:stock:0:2:quantity': 1, 'tpcc:stock:0:30:quantity': 5, 'tpcc:stock:0:31:quantity': 1, 'tpcc:stock:0:33:quantity': 4, 'tpcc:stock:0:35:quantity': 2, 'tpcc:stock:0:36:quantity': 1, 'tpcc:stock:0:37:quantity': 2, 'tpcc:stock:0:38:quantity': 1, 'tpcc:stock:0:39:quantity': 1, 'tpcc:stock:0:40:quantity': 3, 'tpcc:stock:0:42:quantity': 1, 'tpcc:stock:0:43:quantity': 3, 'tpcc:stock:0:44:quantity': 2, 'tpcc:stock:0:45:quantity': 1, 'tpcc:stock:0:47:quantity': 2, 'tpcc:stock:0:48:quantity': 2, 'tpcc:stock:0:4:quantity': 1, 'tpcc:stock:0:50:quantity': 1, 'tpcc:stock:0:51:quantity': 1, 'tpcc:stock:0:52:quantity': 3, 'tpcc:stock:0:53:quantity': 1, 'tpcc:stock:0:54:quantity': 1, 'tpcc:stock:0:55:quantity': 2, 'tpcc:stock:0:56:quantity': 2, 'tpcc:stock:0:57:quantity': 4, 'tpcc:stock:0:58:quantity': 1, 'tpcc:stock:0:59:quantity': 1, 'tpcc:stock:0:5:quantity': 1, 'tpcc:stock:0:60:quantity': 4, 'tpcc:stock:0:61:quantity': 4, 'tpcc:stock:0:62:quantity': 3, 'tpcc:stock:0:63:quantity': 4, 'tpcc:stock:0:64:quantity': 4, 'tpcc:stock:0:65:quantity': 1, 'tpcc:stock:0:66:quantity': 4, 'tpcc:stock:0:67:quantity': 3, 'tpcc:stock:0:68:quantity': 2, 'tpcc:stock:0:69:quantity': 2, 'tpcc:stock:0:6:quantity': 1, 'tpcc:stock:0:70:quantity': 3, 'tpcc:stock:0:72:quantity': 3, 'tpcc:stock:0:73:quantity': 2, 'tpcc:stock:0:74:quantity': 4, 'tpcc:stock:0:75:quantity': 4, 'tpcc:stock:0:76:quantity': 1, 'tpcc:stock:0:77:quantity': 1, 'tpcc:stock:0:78:quantity': 2, 'tpcc:stock:0:79:quantity': 2, 'tpcc:stock:0:7:quantity': 1, 'tpcc:stock:0:80:quantity': 3, 'tpcc:stock:0:81:quantity': 2, 'tpcc:stock:0:82:quantity': 2, 'tpcc:stock:0:83:quantity': 2, 'tpcc:stock:0:85:quantity': 3, 'tpcc:stock:0:86:quantity': 2, 'tpcc:stock:0:87:quantity': 4, 'tpcc:stock:0:88:quantity': 3, 'tpcc:stock:0:89:quantity': 1, 'tpcc:stock:0:8:quantity': 1, 'tpcc:stock:0:91:quantity': 4, 'tpcc:stock:0:92:quantity': 3, 'tpcc:stock:0:93:quantity': 1, 'tpcc:stock:0:94:quantity': 1, 'tpcc:stock:0:95:quantity': 2, 'tpcc:stock:0:96:quantity': 3, 'tpcc:stock:0:97:quantity': 1, 'tpcc:stock:0:99:quantity': 1, 'tpcc:stock:0:9:quantity': 1}",17.032628717999994,110606760.0,57979350.0,0.0,0.0,110606760.0,368689.2,57979350.0,193264.5,{},5,0,0.0,0,0.0,0,0.0,8,2,bounded-priority,"{'optimistic': 34414, 'pessimistic': 480}","{'feedback-conflict-risk-pessimistic': 65, 'feedback-lock-cost-optimistic': 34166, 'prelock-budget-fallback-optimistic': 212, 'tpcc-commutative-delta-optimistic-prior': 36, 'tpcc-order-counter-risk-prior': 415}",0.05,op-dynamic-priority,620,620,344,1.1466666666666667,hold,2.541907514450867,6,692,1759.0,object,0.07,0.09172684841666687,27.51805452500006,high,0,5,{'adaptive-op-strict': 300},before-planning,"{'commit': 300, 'explore': 300, 'refine': 300}",adaptive-op-strict,300,"[0.03136563700000039, 0.12206184700000122, 0.24878672899999899, 0.23312309499999984, 2.146192792000001, 3.111285145, 2.9559489479999996, 2.179564223, 2.698760414999999, 2.2094780960000016, 2.633202928000003, 2.585396669999998, 2.243258077, 2.289463158, 2.492617923000001, 2.5227366300000007, 2.0393430849999987, 2.711523850999999, 2.3748137589999985, 2.6670364159999984, 2.402703699, 2.8069031419999995, 1.9868053759999995, 2.7353314490000002, 0.04989503199999845, 0.033524888000002306, 0.09523153800000017, 0.6509257290000008, 0.09310135300000155, 0.2556868130000005, 0.134058851999999, 0.5262992820000001, 0.061101312000001684, 0.19806845699999798, 0.04612974200000153, 0.06953266899999733, 0.4213507589999992, 0.0946600939999982, 0.25210491400000024, 0.08693678999999932, 0.06307621100000205, 0.05513467200000122, 0.46673066399999996, 0.1557565440000026, 0.5908436229999978, 0.084826979999999, 0.07444583999999921, 0.3936597339999999, 0.02781272600000051, 0.02930060999999995, 0.5522859790000005, 0.08373387099999974, 0.02740315999999865, 0.09335561500000011, 0.10760866499999722, 0.08290962799999946, 0.09762407399999873, 0.24799128199999743, 0.31313889800000183, 0.03771158400000019, 0.029166526999997444, 0.07482778900000042, 0.17622447200000124, 0.2183792500000017, 2.0952932800000035, 3.014239080999996, 2.7738065410000026, 3.2093436399999966, 2.3960195480000017, 2.883101122999996, 2.6098473989999995, 2.663556350999997, 3.1222805989999998, 1.904428137, 3.2899070769999987, 2.9764265399999985, 2.000779539, 2.4804599289999985, 1.9220330930000031, 2.811209935000001, 2.6920339039999988, 2.149187260999998, 2.5101351329999986, 2.301151438999998, 0.1737419820000028, 0.027307945999996974, 0.32601734600000043, 0.31411079600000136, 0.062465966000001316, 0.12437552899999815, 0.16593342300000202, 0.04920155199999954, 0.07459221899999946, 0.14192288100000283, 0.09852163600000097, 0.2477735679999995, 0.8889518729999999, 0.1129854150000007, 0.19495449999999792, 0.2293710649999987, 0.10308133399999875, 0.2059371470000002, 0.3205565309999976, 0.5597728349999969, 0.12789490600000164, 0.14072203599999966, 0.04516702500000136, 0.07076835599999853, 0.34059798799999896, 0.05303649700000079, 0.012613592000001006, 0.029165590999994606, 0.3374514869999956, 0.08435623899999456, 0.0891385940000049, 0.3760178980000006, 0.20142429400000594, 0.6614363009999948, 0.10332935999999648, 0.32817069400000065, 0.03000938599999614, 0.15947793300000512, 0.07432743200000402, 0.35687748400000174, 2.4905151660000016, 2.5960669870000004, 3.1806634360000032, 2.3930371219999955, 3.2842178090000047, 3.2583974679999983, 3.342262782000006, 2.9406329420000006, 2.5424382210000047, 2.870055082999997, 3.0680001710000013, 3.215568445999999, 3.4565309039999974, 2.426974761000004, 3.399664315999999, 3.1708141209999994, 2.236241199999995, 3.0175054239999994, 2.686447111999996, 3.496453389999999, 0.0885098890000009, 0.8488066470000035, 0.08469076199999392, 0.10981347399999919, 0.11788098600000296, 0.2672753870000051, 0.10476866000000484, 0.12369446499999981, 0.2656958990000007, 0.09237420400000218, 0.4705014090000006, 0.07769283100000024, 0.14109989499999642, 0.06530447600000144, 0.35276264200000185, 0.05208956799999953, 0.07234129900000141, 0.6364702339999937, 0.6003823810000029, 0.4974008639999994, 0.026866155000000447, 0.071786981999999, 0.027632609999997726, 0.018419612999998947, 0.09703668100000584, 0.05152155199999697, 0.30895813400000094, 0.16812992500000234, 0.33880843499999713, 0.24278183300000222, 0.5303058260000029, 0.05114336499999439, 0.3859296520000015, 0.09020766700000138, 0.10004738499999632, 0.46675673899999737, 0.23492606299999608, 0.7529424840000019, 0.0839981919999957, 1.0118525279999986, 3.2559876019999976, 3.4094220260000014, 2.386111094999997, 2.9755807509999954, 2.5233945920000025, 3.3735227140000035, 2.5698650889999968, 2.786425508999997, 3.3648151470000016, 2.8046969039999965, 2.8654175310000056, 3.089424749999999, 2.598985421000002, 2.685448274999999, 3.1550220190000005, 2.6438937409999994, 2.747099843000001, 2.3499692959999976, 2.3024729040000054, 3.0323509120000054, 0.11492641800000314, 0.07286469199999601, 0.11268501800000053, 0.23997224300000397, 0.09637583399999983, 0.19284389999999973, 0.03243140499999697, 0.032765578000002904, 0.5715535739999993, 0.0753389110000029, 0.09694988900000112, 0.10332670499999352, 0.6062730980000026, 0.023394001999996306, 0.0964136149999959, 0.03333179700000244, 0.31387471100000397, 0.029281005000001414, 0.6974328589999956, 0.0720641110000031, 0.0385511429999994, 0.8889956390000009, 0.19693156099999953, 0.08892276499999952, 0.1721662340000023, 0.029254680999997618, 0.03273619300000519, 0.029063788000001978, 0.6664609779999964, 0.3624182109999978, 0.10655225000000002, 0.08937555700000388, 0.2506145139999987, 0.056625566000001015, 0.3953358579999957, 0.2954286689999961, 0.045787375999999824, 0.21511212499999743, 0.08326023200000066, 0.6909289510000036, 3.153181862000004, 2.472033672000002, 3.5221634819999963, 2.3517091670000028, 3.2835916190000063, 2.8625757529999944, 3.3510389149999966, 2.5205185020000016, 2.910871168, 3.0418653910000018, 2.7945177510000008, 2.548452574999999, 2.6516382269999994, 3.466700657000004, 3.189992752000002, 2.9667794149999978, 2.7230103519999957, 3.316195964000002, 3.209908597000002, 3.4080760900000016, 0.12300775200000658, 0.48585271800000385, 0.21272999199999987, 0.38494961399999994, 0.11289573999999902, 0.04063257699999667, 0.129491275999996, 0.4331040659999985, 0.7674603079999969, 0.1081645649999956, 0.36875934199999705, 0.09700579199999737, 0.07865339800000015, 0.2320453459999996, 0.030203923999998494, 0.07516501899999639, 0.15920115400000157, 0.3343182099999993, 0.10776525100000356, 0.17058132199999676, 0.08277175599999964, 0.6163654109999968, 1.0350377379999998, 0.11388757200000299, 0.31041966800000154, 0.16997272500000093, 0.2646334630000027, 0.10587249600000348, 0.4509904250000005, 0.24086492900000422, 0.040412844000002224, 0.04992123199999554, 0.031512830000004044, 0.3205880350000001, 0.03479108199999814, 0.03006185199999578]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]",1.1556916916683195,2703.0,620,325,1.0833333333333333,24,agent-tpcc-semantic:high,tpcc,atcc_ablation_threshold32_formal_tpcc_high_op_dynamic_priority_20260701_15
