ablation_mechanism,ablation_priority,ablation_scope,abort_retry_delay_s,action_counts,agent_admission_mode,agent_execution_mode,agent_latency_avg_s,agent_latency_max_s,agent_latency_p50_s,agent_latency_p95_s,agent_latency_p99_s,agent_slots,attempts_per_commit,attempts_per_task,background_aborts,background_commits,background_throughput,background_workers,commit_rate,commit_rate_stddev,committed_tasks,committed_throughput,conflict_aborts,conflict_object_class_counts,conflict_object_counts,elapsed_s,estimated_base_tokens,estimated_base_wasted_tokens,estimated_refresh_tokens,estimated_refresh_tokens_per_task,estimated_tokens,estimated_tokens_per_task,estimated_wasted_tokens,estimated_wasted_tokens_per_task,fast_through_strategy_counts,final_failed_tasks,lease_refresh_rebased_writes,lease_refresh_rebased_writes_per_task,lease_refresh_regenerations,lease_refresh_regenerations_per_task,lease_refresh_replayed_operations,lease_refresh_replayed_operations_per_task,max_attempts,object_lock_priority_burst,object_lock_scheduler,operation_policy_counts,operation_rule_counts,planning_delay_s,policy_variant,prelock_committing_enters,prelock_committing_exits,prelock_handoff_count,prelock_handoff_per_task,prelock_lease_mode,prelock_queue_depth_avg,prelock_queue_depth_max,prelock_queue_depth_observations,prelock_queue_depth_sum,prelock_wait_budget_mode,prelock_wait_budget_s,prelock_wait_per_task_s,prelock_wait_s,profile,rejected_tasks,runs,selected_strategy_counts,snapshot_timing,stage_phase_counts,strategy,task_count,task_latencies_s,task_operation_counts,throughput_stddev,tokens_per_operation,total_attempts,wasted_attempts,wasted_attempts_per_task,workers,workload,workload_kind
dynamic,False,op,0.0,"{'direct': 299, 'regenerate_required': 347}",before-begin,staged,1.1672061430533334,4.3590563079999995,0.34028242750000004,3.509868689649998,4.121993826260001,4,2.160535117056856,2.1533333333333333,379,981,52.17351377492903,4,0.9966666666666667,0.007453559924999322,299,15.90201897931068,347,"{'tpcc:district:next_order_id': 168, 'tpcc:stock:quantity': 229}","{'tpcc:district:0:0:next_order_id': 91, 'tpcc:district:0:1:next_order_id': 77, 'tpcc:stock:0:0:quantity': 2, 'tpcc:stock:0:10:quantity': 4, 'tpcc:stock:0:11:quantity': 1, 'tpcc:stock:0:12:quantity': 5, 'tpcc:stock:0:13:quantity': 2, 'tpcc:stock:0:14:quantity': 4, 'tpcc:stock:0:15:quantity': 2, 'tpcc:stock:0:16:quantity': 3, 'tpcc:stock:0:17:quantity': 2, 'tpcc:stock:0:18:quantity': 3, 'tpcc:stock:0:19:quantity': 4, 'tpcc:stock:0:1:quantity': 2, 'tpcc:stock:0:22:quantity': 4, 'tpcc:stock:0:23:quantity': 3, 'tpcc:stock:0:24:quantity': 4, 'tpcc:stock:0:25:quantity': 1, 'tpcc:stock:0:26:quantity': 1, 'tpcc:stock:0:27:quantity': 1, 'tpcc:stock:0:28:quantity': 1, 'tpcc:stock:0:29:quantity': 1, 'tpcc:stock:0:2:quantity': 1, 'tpcc:stock:0:30:quantity': 4, 'tpcc:stock:0:31:quantity': 3, 'tpcc:stock:0:32:quantity': 2, 'tpcc:stock:0:35:quantity': 1, 'tpcc:stock:0:37:quantity': 4, 'tpcc:stock:0:38:quantity': 5, 'tpcc:stock:0:39:quantity': 2, 'tpcc:stock:0:3:quantity': 2, 'tpcc:stock:0:41:quantity': 3, 'tpcc:stock:0:42:quantity': 2, 'tpcc:stock:0:43:quantity': 2, 'tpcc:stock:0:44:quantity': 4, 'tpcc:stock:0:45:quantity': 2, 'tpcc:stock:0:47:quantity': 2, 'tpcc:stock:0:48:quantity': 4, 'tpcc:stock:0:49:quantity': 2, 'tpcc:stock:0:4:quantity': 4, 'tpcc:stock:0:50:quantity': 1, 'tpcc:stock:0:52:quantity': 3, 'tpcc:stock:0:53:quantity': 1, 'tpcc:stock:0:54:quantity': 3, 'tpcc:stock:0:55:quantity': 2, 'tpcc:stock:0:56:quantity': 3, 'tpcc:stock:0:57:quantity': 6, 'tpcc:stock:0:58:quantity': 1, 'tpcc:stock:0:59:quantity': 1, 'tpcc:stock:0:5:quantity': 1, 'tpcc:stock:0:60:quantity': 2, 'tpcc:stock:0:61:quantity': 1, 'tpcc:stock:0:62:quantity': 1, 'tpcc:stock:0:63:quantity': 3, 'tpcc:stock:0:64:quantity': 2, 'tpcc:stock:0:65:quantity': 1, 'tpcc:stock:0:66:quantity': 1, 'tpcc:stock:0:67:quantity': 2, 'tpcc:stock:0:68:quantity': 3, 'tpcc:stock:0:69:quantity': 3, 'tpcc:stock:0:70:quantity': 2, 'tpcc:stock:0:71:quantity': 2, 'tpcc:stock:0:72:quantity': 5, 'tpcc:stock:0:73:quantity': 5, 'tpcc:stock:0:74:quantity': 4, 'tpcc:stock:0:75:quantity': 3, 'tpcc:stock:0:76:quantity': 2, 'tpcc:stock:0:77:quantity': 1, 'tpcc:stock:0:78:quantity': 1, 'tpcc:stock:0:79:quantity': 3, 'tpcc:stock:0:7:quantity': 1, 'tpcc:stock:0:82:quantity': 8, 'tpcc:stock:0:83:quantity': 6, 'tpcc:stock:0:84:quantity': 5, 'tpcc:stock:0:85:quantity': 1, 'tpcc:stock:0:86:quantity': 3, 'tpcc:stock:0:87:quantity': 3, 'tpcc:stock:0:88:quantity': 4, 'tpcc:stock:0:89:quantity': 2, 'tpcc:stock:0:8:quantity': 3, 'tpcc:stock:0:90:quantity': 2, 'tpcc:stock:0:91:quantity': 2, 'tpcc:stock:0:92:quantity': 5, 'tpcc:stock:0:94:quantity': 2, 'tpcc:stock:0:95:quantity': 3, 'tpcc:stock:0:96:quantity': 1, 'tpcc:stock:0:98:quantity': 3, 'tpcc:stock:0:99:quantity': 5, 'tpcc:stock:0:9:quantity': 2}",18.80264389,115245108.0,61904106.0,0.0,0.0,115245108.0,384150.36,61904106.0,206347.02,{},1,0,0.0,0,0.0,0,0.0,8,2,race,"{'optimistic': 35881, 'pessimistic': 531}","{'feedback-conflict-risk-pessimistic': 96, 'feedback-lock-cost-optimistic': 35651, 'prelock-budget-fallback-optimistic': 221, 'tpcc-commutative-delta-optimistic-prior': 9, 'tpcc-order-counter-risk-prior': 435}",0.05,op-dynamic,646,646,0,0.0,hold,0.0,0,752,0.0,object,0.07,0.07483730187999996,22.451190563999987,high,0,5,{'adaptive-op-strict': 300},before-planning,"{'commit': 300, 'explore': 300, 'refine': 300}",adaptive-op-strict,300,"[0.05903529600000024, 0.21795395299999942, 0.1115304039999998, 0.5050700419999998, 0.13290521899999952, 2.061683116, 2.1398878020000005, 2.9227095609999996, 2.973776468999999, 2.673669595, 2.5896432879999995, 2.835271078, 3.088449891, 1.7682347710000004, 3.1675613469999995, 2.309408393000001, 1.9780166000000001, 2.458127944000001, 2.8006525719999997, 2.375053750000001, 1.948414284, 2.6937850570000004, 2.717913523999999, 2.2717937829999997, 2.484338857, 0.1931824759999996, 0.040599310000000166, 0.15295538899999972, 0.367640776, 0.423988112, 0.07027345599999979, 0.04960198800000004, 0.09469244599999982, 0.4095337360000002, 0.709194082999999, 0.07136946000000055, 0.14496288700000015, 0.23643415399999945, 0.051745301999999604, 0.2282984129999992, 0.12630570299999988, 0.25910797500000093, 0.37564104500000006, 0.04189995599999996, 0.06742129500000082, 0.3296306409999996, 0.052693444000000866, 0.3547754550000004, 0.056343770999999876, 0.032492249000000584, 0.08871757300000027, 0.33944781099999943, 0.3876482249999995, 0.043497680999999844, 0.17700489799999986, 0.08528308400000029, 0.1700194599999989, 0.16918070000000007, 1.013824068, 0.7901651229999995, 0.8721433389999991, 0.03536674699999942, 0.2537798769999995, 0.3510978250000001, 2.362861004000001, 3.1031580729999995, 2.0397671850000005, 2.610919502, 2.9065915340000004, 2.1382873690000004, 2.9737646580000003, 2.260635271, 3.1809713459999998, 2.432563550000001, 2.789305153999999, 2.654680281000001, 2.3995163680000005, 3.0604700499999993, 3.2399838380000006, 2.468049037, 2.9964896210000003, 2.509984168999999, 3.410983376999999, 2.5620893650000003, 0.058530579000001026, 0.024042855999999446, 0.04720859999999938, 0.040781942000000626, 1.0816800850000003, 0.030298702999999705, 0.39766337100000015, 0.07288154200000108, 0.149650265, 0.23851747199999984, 0.06024386400000026, 0.24579374200000004, 0.2534094290000013, 0.07120891299999954, 0.25221938700000024, 0.6446689279999998, 0.07057125999999947, 0.09596921199999997, 0.03392836899999985, 0.07342719299999878, 0.5857717359999999, 0.10354528400000085, 0.05988625500000033, 0.07832903999999985, 0.39862629100000113, 0.030052040999999363, 0.02745334899999996, 0.04244439400000033, 0.03613097699999912, 0.4383350850000003, 0.04111745700000036, 0.0493777410000007, 0.5739467979999997, 0.06168141500000068, 0.39321587200000074, 0.02206720299999887, 0.09246788199999934, 0.7430971950000007, 0.4391056750000004, 0.10936405400000027, 2.587133509000001, 2.977827660000001, 3.5283234399999976, 3.1723948859999993, 3.2034026040000008, 2.936451956999999, 3.427140657999999, 2.636561051000001, 3.108394839999999, 2.714531861000001, 3.246150848000001, 3.286814551999999, 2.7634471209999987, 3.352351041000002, 2.807860657000001, 3.4709197219999997, 3.0733655670000015, 3.581228879000001, 2.8848454340000007, 1.908462644, 0.10402103699999898, 0.025495662000000863, 0.909931684, 0.09844225400000006, 0.09194067100000147, 0.14804994900000068, 0.13003676900000016, 0.16294081700000085, 0.33616497100000053, 0.1536733469999998, 0.4042209830000001, 0.12714472799999932, 0.2079673900000003, 1.1899293749999984, 0.22915762500000092, 0.11462118899999929, 0.2153320799999996, 0.2552434449999996, 0.314309261, 0.4703733570000015, 0.04231494699999949, 0.12486212900000027, 0.018612462000000107, 0.10131032900000037, 2.124021902999999, 0.04522737100000107, 0.016210323999999332, 0.7181611449999998, 0.7269109719999989, 0.03867187200000188, 0.49697102399999693, 0.03434089699999987, 0.05781118599999857, 0.10387398299999973, 0.34956639199999984, 0.5939702490000016, 0.04988301100000214, 0.09200982999999852, 0.4048453930000022, 0.1489841630000015, 3.415335293000002, 2.7401069569999983, 3.3005686459999986, 2.4582468649999996, 3.1654618180000007, 2.3852192400000014, 3.0752474700000008, 2.9153475170000007, 2.661155137999998, 3.3850978319999996, 2.6983390309999997, 2.7987033970000006, 2.579430105, 2.988076421999999, 3.5088973869999975, 3.5682954749999993, 2.8844977619999987, 3.2563035780000007, 2.936558111, 2.3100311540000007, 0.023171811999997516, 0.24254261800000165, 0.16253390600000017, 0.624288368000002, 0.9140134310000008, 0.024328782999997856, 0.17107253499999686, 0.06496761800000073, 0.25123731300000074, 0.13067306199999962, 0.04757845399999994, 0.19582656599999737, 0.25564480899999964, 0.3334490730000006, 0.0636923369999991, 0.11407288300000218, 0.2724660089999986, 0.23875183499999864, 0.3511503520000012, 0.0543034459999987, 0.11721634199999897, 1.0070478320000014, 0.06922705999999934, 0.835460341000001, 0.3220887399999981, 0.036060392999999635, 0.02354735899999838, 0.03176530200000016, 0.23392188200000064, 0.03513874200000089, 0.026010774000003067, 0.19831692900000064, 0.10715069999999827, 0.6312977229999994, 0.06285382500000125, 0.02828813899999716, 0.06545609599999835, 0.2070052639999993, 0.11726923199999817, 0.34111704400000065, 4.0521978510000025, 3.6894211299999995, 3.904622613000001, 4.246927978999999, 3.3677554020000002, 4.3590563079999995, 3.627311428999999, 4.0054922479999995, 4.141208267, 3.5377528910000002, 3.034754311999997, 4.121799741, 3.0625861110000017, 3.2803503820000017, 3.4917737859999995, 3.571255263000001, 3.7804844880000026, 1.3024006859999986, 3.2305533010000005, 3.442647179999998, 0.3215299380000012, 0.5920636379999991, 0.32881210900000113, 0.24378692500000199, 0.06653583499999982, 0.061177595000000196, 0.26321387800000196, 0.029509613999998408, 0.2965469000000027, 0.021655513000002458, 0.03443631500000066, 0.044165320000001174, 0.11554142099999964, 0.31863425799999945, 0.23429852299999965, 0.278189139000002, 0.0329406650000017, 0.2900343329999977, 0.13998040799999956, 0.4986034960000012, 3.2557614289999997, 0.2243663259999984, 0.4097474830000003, 0.545236114999998, 0.072457717999999, 0.2684879870000003, 0.47956441500000224, 0.05462788500000215, 0.11232488899999993, 0.10821315399999776, 0.3392662640000026, 1.371057382, 0.04144246799999962, 1.3000369270000007, 1.0095376880000018, 1.0269896239999987]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]",1.6576326754481665,2703.0,646,347,1.1566666666666667,24,agent-tpcc-semantic:high,tpcc
dynamic,True,op,0.0,"{'direct': 296, 'regenerate_required': 327}",before-begin,staged,1.1568676594333334,3.9112102899999996,0.32273069650000075,3.4916751797500014,3.705346074359999,4,2.10472972972973,2.0766666666666667,659,785,42.07984498369187,4,0.9866666666666667,0.013944333775567929,296,15.867049828245598,327,"{'tpcc:district:next_order_id': 170, 'tpcc:stock:quantity': 228}","{'tpcc:district:0:0:next_order_id': 77, 'tpcc:district:0:1:next_order_id': 93, 'tpcc:stock:0:0:quantity': 5, 'tpcc:stock:0:10:quantity': 4, 'tpcc:stock:0:11:quantity': 3, 'tpcc:stock:0:12:quantity': 4, 'tpcc:stock:0:13:quantity': 3, 'tpcc:stock:0:14:quantity': 2, 'tpcc:stock:0:15:quantity': 2, 'tpcc:stock:0:16:quantity': 1, 'tpcc:stock:0:17:quantity': 1, 'tpcc:stock:0:18:quantity': 3, 'tpcc:stock:0:19:quantity': 1, 'tpcc:stock:0:1:quantity': 1, 'tpcc:stock:0:20:quantity': 4, 'tpcc:stock:0:21:quantity': 2, 'tpcc:stock:0:22:quantity': 1, 'tpcc:stock:0:23:quantity': 2, 'tpcc:stock:0:24:quantity': 3, 'tpcc:stock:0:25:quantity': 4, 'tpcc:stock:0:26:quantity': 3, 'tpcc:stock:0:27:quantity': 2, 'tpcc:stock:0:28:quantity': 5, 'tpcc:stock:0:29:quantity': 2, 'tpcc:stock:0:2:quantity': 1, 'tpcc:stock:0:30:quantity': 4, 'tpcc:stock:0:31:quantity': 1, 'tpcc:stock:0:32:quantity': 3, 'tpcc:stock:0:33:quantity': 4, 'tpcc:stock:0:34:quantity': 3, 'tpcc:stock:0:35:quantity': 7, 'tpcc:stock:0:38:quantity': 4, 'tpcc:stock:0:39:quantity': 1, 'tpcc:stock:0:40:quantity': 2, 'tpcc:stock:0:42:quantity': 4, 'tpcc:stock:0:43:quantity': 2, 'tpcc:stock:0:44:quantity': 5, 'tpcc:stock:0:45:quantity': 1, 'tpcc:stock:0:46:quantity': 2, 'tpcc:stock:0:47:quantity': 2, 'tpcc:stock:0:48:quantity': 1, 'tpcc:stock:0:49:quantity': 1, 'tpcc:stock:0:4:quantity': 2, 'tpcc:stock:0:50:quantity': 2, 'tpcc:stock:0:52:quantity': 4, 'tpcc:stock:0:53:quantity': 3, 'tpcc:stock:0:54:quantity': 3, 'tpcc:stock:0:55:quantity': 1, 'tpcc:stock:0:56:quantity': 5, 'tpcc:stock:0:57:quantity': 3, 'tpcc:stock:0:58:quantity': 2, 'tpcc:stock:0:59:quantity': 4, 'tpcc:stock:0:5:quantity': 3, 'tpcc:stock:0:60:quantity': 2, 'tpcc:stock:0:61:quantity': 2, 'tpcc:stock:0:63:quantity': 2, 'tpcc:stock:0:64:quantity': 1, 'tpcc:stock:0:65:quantity': 2, 'tpcc:stock:0:66:quantity': 1, 'tpcc:stock:0:67:quantity': 3, 'tpcc:stock:0:68:quantity': 2, 'tpcc:stock:0:69:quantity': 1, 'tpcc:stock:0:6:quantity': 1, 'tpcc:stock:0:70:quantity': 3, 'tpcc:stock:0:72:quantity': 2, 'tpcc:stock:0:73:quantity': 2, 'tpcc:stock:0:74:quantity': 5, 'tpcc:stock:0:75:quantity': 3, 'tpcc:stock:0:76:quantity': 1, 'tpcc:stock:0:77:quantity': 1, 'tpcc:stock:0:78:quantity': 2, 'tpcc:stock:0:79:quantity': 1, 'tpcc:stock:0:7:quantity': 2, 'tpcc:stock:0:80:quantity': 4, 'tpcc:stock:0:81:quantity': 4, 'tpcc:stock:0:82:quantity': 2, 'tpcc:stock:0:83:quantity': 3, 'tpcc:stock:0:84:quantity': 2, 'tpcc:stock:0:85:quantity': 3, 'tpcc:stock:0:87:quantity': 4, 'tpcc:stock:0:88:quantity': 1, 'tpcc:stock:0:89:quantity': 2, 'tpcc:stock:0:8:quantity': 2, 'tpcc:stock:0:90:quantity': 2, 'tpcc:stock:0:91:quantity': 3, 'tpcc:stock:0:92:quantity': 1, 'tpcc:stock:0:93:quantity': 3, 'tpcc:stock:0:95:quantity': 1, 'tpcc:stock:0:96:quantity': 3, 'tpcc:stock:0:97:quantity': 4, 'tpcc:stock:0:98:quantity': 2, 'tpcc:stock:0:99:quantity': 2, 'tpcc:stock:0:9:quantity': 3}",18.655011688,111141954.0,58336146.0,0.0,0.0,111141954.0,370473.18,58336146.0,194453.82,{},4,0,0.0,0,0.0,0,0.0,8,2,bounded-priority,"{'optimistic': 34678, 'pessimistic': 440}","{'feedback-conflict-risk-pessimistic': 14, 'feedback-lock-cost-optimistic': 34463, 'prelock-budget-fallback-optimistic': 197, 'tpcc-commutative-delta-optimistic-prior': 18, 'tpcc-order-counter-risk-prior': 426}",0.05,op-dynamic-priority,623,623,332,1.1066666666666667,hold,2.392464678178964,6,637,1524.0,object,0.07,0.08649486896666661,25.948460689999983,high,0,5,{'adaptive-op-strict': 300},before-planning,"{'commit': 300, 'explore': 300, 'refine': 300}",adaptive-op-strict,300,"[0.04240967100000059, 0.09535326699999924, 0.24130774799999966, 0.14099829700000033, 0.2764909470000001, 3.2747585290000005, 3.2357160769999993, 2.377851572, 2.7860769319999994, 2.9857607469999996, 2.4389009890000004, 2.4758087270000004, 2.8721782090000003, 2.5220935219999996, 2.5403479790000008, 3.544373715999999, 2.837996156999999, 2.055898147999999, 3.1067231390000005, 2.097548913, 2.6884364850000004, 2.1765876079999993, 2.8919381370000004, 2.218569199, 2.924015787000001, 0.09973067900000032, 0.5242271130000002, 0.4323805250000001, 0.10617003900000022, 0.17947656100000042, 0.18433844900000018, 0.528219448999999, 0.3715039149999999, 0.10660347699999928, 0.9856824250000003, 0.06937579799999938, 0.2859937039999991, 0.048501846000000626, 0.08368654999999947, 0.13249343499999888, 0.25534633000000007, 0.09969452200000006, 1.2586363139999985, 0.0438512270000011, 0.11602479400000121, 0.06891598400000021, 0.08149071000000063, 0.40290877900000055, 0.021264299000000264, 0.03183785499999914, 0.10026423099999882, 0.43680584999999894, 0.07337876200000082, 0.07887560500000035, 0.10527428699999852, 0.09228035099999943, 0.10115695399999858, 0.7056481239999997, 0.3676750420000001, 0.03770650300000078, 0.0382402930000012, 0.08198218299999915, 0.19666115800000128, 0.24411029600000056, 3.171065604999999, 3.35388616, 2.20179233, 2.2274738579999998, 3.093670981999999, 3.2654876979999994, 2.6138364089999993, 2.305365838, 3.0502889179999997, 2.761072907000001, 2.913708818, 2.4992213980000013, 2.823569687999999, 1.9712897839999997, 2.003881309999999, 2.686233147000001, 3.1940360289999994, 2.5597093550000007, 2.0726204, 2.367847156, 0.19016908799999932, 0.04019388000000035, 0.4060208079999992, 0.34518593399999986, 0.06803443299999934, 0.1238911370000011, 0.16156129799999874, 0.10387475399999957, 0.14892873500000015, 0.634397732, 0.10336234799999922, 0.22820026599999998, 0.29261786800000067, 0.10587418599999943, 0.06661404499999968, 0.21844970599999947, 0.1687457410000004, 0.19000076999999926, 0.3564313170000002, 0.36586806100000047, 0.11256304499999992, 0.1651464100000002, 0.04987229699999851, 0.06109015699999887, 0.22350478699999954, 0.10355884400000015, 0.05136005000000132, 0.07650394500000068, 0.43805564899999894, 1.0299361880000006, 0.2687799729999991, 0.14868620999999926, 0.08971896399999935, 0.43749826399999847, 0.3130500660000006, 0.10453736400000047, 0.043800719000000043, 0.16927930599999996, 0.2643584790000002, 0.5045497119999993, 0.4448465060000011, 2.6710176150000002, 3.613705459, 3.3650734890000003, 3.2856558359999983, 3.1917275840000006, 3.504034180999998, 2.7066262240000007, 2.810448404999999, 3.4278700219999987, 3.3103648009999986, 3.219382828999999, 2.7820826290000014, 2.966810722, 2.8524085040000013, 3.445384162, 3.0849123009999992, 3.571646498, 2.395469461000001, 3.6744273829999994, 3.3187094370000008, 0.1736091249999987, 0.122943578000001, 0.10061676399999975, 0.18554742700000126, 0.20139654399999962, 0.46415095400000084, 0.30097515299999955, 1.3101734139999976, 0.09912849000000001, 0.22869586700000077, 0.0583566900000001, 0.1545575699999997, 0.6231442030000007, 0.3649514580000002, 0.07181544400000028, 0.06901225899999908, 0.25945405000000044, 0.47885295800000094, 0.4888721849999982, 0.026268165000001176, 0.10702820400000235, 0.03446839000000068, 0.01825848999999735, 0.10552219299999877, 0.9524315550000004, 0.3876863780000015, 0.11661067100000011, 0.1951832220000007, 0.39132152899999895, 0.04904830899999979, 0.11621087600000024, 0.8032327929999994, 0.028822898000001373, 0.0320965649999998, 0.2619168839999979, 0.2392765610000005, 0.7165164740000023, 0.0855690960000004, 0.9514777589999994, 3.7995285180000025, 3.3123176080000007, 3.586117466000001, 3.2140194150000028, 2.995953397000001, 3.491024706000001, 3.7379443350000017, 3.3409437489999974, 3.9112102899999996, 3.017171125000001, 3.656379296000001, 3.067314364999998, 3.1862315380000013, 3.541073315000002, 3.705016798999999, 3.1148910030000003, 2.701622856, 2.747904724999998, 2.9050112729999995, 3.4295640889999994, 0.11676038899999952, 0.07683932700000184, 0.10993137400000208, 0.3184798640000004, 0.09626922300000018, 0.0929583160000007, 0.03777980999999997, 0.06489154200000158, 1.0530198490000018, 0.047848936000001174, 0.11582099600000006, 1.5997247469999998, 0.07691722800000278, 0.02725708799999893, 0.16038143899999824, 0.034437818000000675, 0.9197296550000011, 0.02593079200000048, 0.48486565199999987, 0.24200571600000131, 0.04103706299999743, 0.9029152570000001, 0.04050058099999987, 0.11654796200000206, 0.242634172999999, 0.028585567000000367, 0.03531815100000202, 0.03390270399999906, 0.2923301959999982, 0.09747059000000036, 0.21088137099999926, 0.6424591970000009, 0.3269815290000011, 0.05719465300000337, 0.2778770009999967, 0.27119103600000116, 0.049379566999999014, 0.27603518400000127, 0.10455325700000273, 0.39992050000000035, 3.3086472029999996, 3.123673902, 2.8425894639999996, 3.483191736000002, 2.463976788, 3.2701884559999996, 2.4048085509999986, 3.5364120070000027, 2.9914015640000002, 2.5408503709999977, 2.914465133, 3.3356922719999993, 3.5812554660000018, 3.1729161790000013, 2.5825033600000005, 2.625815196999998, 3.0409557389999975, 2.7245210219999976, 3.3562416169999985, 3.6185040179999994, 0.18281396499999758, 0.45110107, 0.3726183540000001, 0.6626989690000009, 0.04235400299999981, 0.04508413599999983, 0.22648946800000047, 0.07241453999999692, 0.2412787949999995, 0.4633791709999997, 0.9639455909999981, 0.5780661240000029, 0.07618507200000124, 0.4509943159999992, 0.03623179200000237, 0.04745649899999904, 0.02991213600000009, 0.14028101700000306, 0.15044544999999943, 0.5297479040000006, 0.7507330539999977, 0.04035736700000214, 0.07304807199999885, 0.6685617400000012, 0.06828286500000047, 0.039996610999999405, 0.045332615999999604, 0.04502671799999902, 0.16362000600000215, 0.050944685000001044, 0.14535408800000127, 0.0467575050000022, 0.07584676000000101, 0.18319938799999846, 0.08137736300000142, 0.13425496800000047]","[66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66]",0.9367139370934209,2703.0,623,327,1.09,24,agent-tpcc-semantic:high,tpcc
