experiment_mix,agent_ratio,workload,level,clients,agent_workers,background_workers,cc,runs,agent_tps_mean,agent_tps_speedup_vs_occ,agent_commit_rate_mean,agent_commit_rate_ratio_vs_occ,agent_task_completion_rate_mean,agent_p95_latency_ms_mean,agent_p99_latency_ms_mean,agent_p9999_latency_ms_mean,agent_avg_retry_count_mean,agent_avg_tokens_mean,agent_total_tokens_mean,wasted_reasoning_ms_mean,background_tps_mean,background_tps_ratio_vs_occ,total_tps_mean,total_tps_speedup_vs_occ,reservation_waiter_count_mean,reservation_unique_target_count_mean,reservation_front_queue_wait_ms_mean,reserve_read_write_set_attempts_mean,reserve_hot_rw_k_attempts_mean,duration_s,reasoning_profile,reasoning_scale,workload_profile,background_mode,retry_until_commit,max_attempts_per_task,policy,policy_mode,tokens_per_operation,seeds,client_counts,agent_abort_rate_mean,agent_aborts_mean,agent_attempt_abort_rate_mean,agent_commit_rate_delta_vs_occ,agent_commit_rate_std,agent_p50_latency_ms_mean,agent_task_guard_wait_ms_max_mean,agent_task_guard_wait_ms_mean_mean,agent_task_guard_wait_ms_p50_mean,agent_task_guard_wait_ms_p95_mean,agent_task_guard_wait_ms_p99_mean,agent_task_tps_mean,agent_tps_std,atcc_agent_guardrail,atcc_agent_guardrail_queue_threshold,atcc_bp_background_threshold,atcc_bp_min_windows,atcc_bp_queue_pressure_threshold,atcc_full_reservation_fallback_ratio,atcc_hot_rw_k,atcc_pure_policy,background_aborts_mean,background_admission_cap,background_tps_std,background_writer_reservation_blocked_checks_mean,background_writer_waiter_blocked_checks_mean,background_writer_waiter_blocked_targets_mean,reservation_all_or_nothing_failed_grant_checks_mean,reservation_all_or_nothing_not_front_wait_ms_mean,reservation_blocked_target_checks_mean,reservation_owner_blocked_checks_mean,reservation_waiter_target_set_size_max_mean,reservation_waiter_target_set_size_mean_mean,reservation_waiter_target_set_size_p50_mean,reservation_waiter_target_set_size_p95_mean,reservation_waiter_target_set_size_p99_mean,reservation_writer_blocked_checks_mean,reserve_hot_rw_k_target_size_max_mean,reserve_hot_rw_k_target_size_mean_mean,reserve_hot_rw_k_target_size_p50_mean,reserve_hot_rw_k_target_size_p95_mean,reserve_hot_rw_k_target_size_p99_mean,reserve_hot_rw_k_unique_target_count_mean,reserve_read_write_set_hot_coverage_ratio_mean_mean,reserve_read_write_set_hot_target_count_max_mean,reserve_read_write_set_hot_target_count_mean_mean,reserve_read_write_set_hot_target_count_p50_mean,reserve_read_write_set_hot_target_count_p95_mean,reserve_read_write_set_hot_target_count_p99_mean,reserve_read_write_set_target_size_max_mean,reserve_read_write_set_target_size_mean_mean,reserve_read_write_set_target_size_p50_mean,reserve_read_write_set_target_size_p95_mean,reserve_read_write_set_target_size_p99_mean,reserve_read_write_set_unique_hot_target_count_mean,reserve_read_write_set_unique_target_count_mean,total_tps_std
80_20_agent_backend,0.8,tpcc,low,8,6,2,occ,1,942.3620981188022,1.0,0.9556650246305419,1.0,1.0,11.160843549998836,17.250508280014277,25.394054776101274,0.04639175257731959,23312.405436284407,4522606.654639175,4.0,1316.3924154133783,1.0,2258.7545135321807,1.0,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.04639175257731959,9.0,0.04433497536945813,0.0,0.0,5.94826400001125,0.0,0.0,0.0,0.0,0.0,942.3620981188022,0.0,False,1,6,3,2,0.0,3,False,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,2pl-nowait,1,937.1989772376542,0.9945210860119958,0.979381443298969,1.024816664895313,1.0,12.526424599995767,15.267913239989923,15.384708497895991,0.021052631578947368,22921.739501385044,4355130.505263158,3.0,1612.9687660879629,1.225294788394426,2550.167743325617,1.129015007185412,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.021052631578947368,4.0,0.020618556701030927,0.02371641866842711,0.0,5.857836000004113,0.09353499999065207,0.024599131578677196,0.023439499983624046,0.04165629999732799,0.08428608000912162,937.1989772376542,0.0,False,1,6,3,2,0.0,3,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,2pl-wait-die,1,1050.4575260460745,1.1147068925448707,0.9773755656108597,1.0227177310257964,1.0,9.362746000014965,12.595232150000868,13.256908975999831,0.023148148148148147,23046.41203703704,4978025.000000001,3.0,1527.053996196608,1.1600294701767004,2577.5115222426825,1.1411206958528832,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.023148148148148147,5.0,0.02262443438914027,0.021710540980317772,0.0,5.54892850000499,0.06222400000410744,0.02253687036957575,0.022511000011604665,0.04168074998034399,0.054702499997461004,1050.4575260460745,0.0,False,1,6,3,2,0.0,3,False,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,mvcc,1,1044.6872617926156,1.108583700339902,0.9818181818181818,1.0273664479850046,1.0,10.761845500006473,16.158524550016296,19.609253326508078,0.018518518518518517,22942.12962962963,4955500.0,3.0,1963.625130962046,1.4916715623474792,3008.3123927546617,1.331845658628189,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.018518518518518517,4.0,0.01818181818181818,0.026153157187639886,0.0,5.160642999996412,0.0,0.0,0.0,0.0,0.0,1044.6872617926156,0.0,False,1,6,3,2,0.0,3,False,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,silo,1,1016.383247709373,1.0785485215697195,0.9674418604651163,1.0123231838887556,1.0,10.236188249997724,16.567962289977636,24.477724578814467,0.03365384615384615,23251.71031342456,4836355.745192308,5.0,1402.4134235220677,1.0653460222814157,2418.7966712314405,1.0708541617694392,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.03365384615384615,7.0,0.03255813953488372,0.01177683583457434,0.0,5.371460500001035,0.0,0.0,0.0,0.0,0.0,1016.383247709373,0.0,False,1,6,3,2,0.0,3,False,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,tictoc,1,962.8251357847303,1.0217146229743084,0.985,1.0306958762886598,1.0,11.097677799989457,21.672007200007776,32.08308721560947,0.015228426395939087,22775.155247494138,4486705.583756345,4.0,1720.377907595051,1.3068883468572794,2683.2030433797813,1.1879126426996527,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.015228426395939087,3.0,0.015,0.02933497536945806,0.0,5.459445999974832,0.0,0.0,0.0,0.0,0.0,962.8251357847303,0.0,False,1,6,3,2,0.0,3,False,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,8,6,2,dynamic-atcc,1,1085.0547168410085,1.1514201589888404,0.9866666666666667,1.0324398625429554,1.0,9.895972349977455,12.577714089992172,18.4623408416899,0.013513513513513514,22767.69083272462,5054427.364864865,2.0,1622.6944414018685,1.2326829161290056,2707.749158242877,1.1987797443328936,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.013513513513513514,3.0,0.013333333333333334,0.031001642036124766,0.0,5.1657135000198195,0.0,0.0,0.0,0.0,0.0,1085.0547168410085,0.0,False,1,6,3,2,0.0,3,False,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,occ,1,1602.4314997225406,1.0,0.9596541786743515,1.0,1.0,14.111514000001073,18.92213331999416,24.18238134638658,0.042042042042042045,22380.866325785242,7452828.486486485,14.0,808.4339097699304,1.0,2410.865409492471,1.0,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.042042042042042045,14.0,0.040345821325648415,0.0,0.0,7.421514000014895,0.0,0.0,0.0,0.0,0.0,1602.4314997225406,0.0,False,1,6,3,2,0.0,3,False,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,2pl-nowait,1,1427.6819592834963,0.8909472632875091,0.9164086687306502,0.954936360509116,1.0,17.066258000014045,23.23339719999355,27.12561622749298,0.09121621621621621,23287.553106738495,6893115.719594594,19.0,819.9524766155215,1.0142480006174768,2247.6344358990177,0.9322936183203125,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.09121621621621621,27.0,0.08359133126934984,-0.043245509943701355,0.0,8.018399500002715,0.153753000006418,0.025493314188887676,0.023560000002476045,0.048958000014920344,0.10780739999916027,1427.6819592834963,0.0,False,1,6,3,2,0.0,3,False,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,2pl-wait-die,1,1443.2520860484897,0.9006638263778435,0.945859872611465,0.9856257531416768,1.0,16.842188599986223,26.689196119995145,32.96374529680246,0.05723905723905724,22861.737373737375,6789936.0,8.0,879.5576686019415,1.0879772087396136,2322.8097546504314,0.9634754995051438,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.05723905723905724,17.0,0.054140127388535034,-0.013794306062886563,0.0,8.27383099999679,0.14507299999877432,0.02434415488398436,0.022814999994125174,0.04348440001535891,0.07811328001594156,1443.2520860484897,0.0,False,1,6,3,2,0.0,3,False,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,mvcc,1,1539.871053507853,0.9609590511510041,0.9726443768996961,1.0135363326852689,1.0,13.953370800011557,19.571699559990353,27.909389154307974,0.028125,22015.063916015624,7044820.453125,11.0,808.4323030916229,0.9999980126040136,2348.303356599476,0.9740499603807559,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.028125,9.0,0.02735562310030395,0.01299019822534453,0.0,7.747632499999213,0.0,0.0,0.0,0.0,0.0,1539.871053507853,0.0,False,1,6,3,2,0.0,3,False,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,silo,1,1247.9121649534975,0.7787616289180362,0.931899641577061,0.9710786054872077,1.0,21.191821549997762,25.56159751999506,30.847078751806162,0.07307692307692308,23059.189038461536,5995389.149999999,13.0,719.94932593471,0.8905481539481663,1967.8614908882075,0.816246930724547,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.07307692307692308,19.0,0.06810035842293907,-0.027754537097290588,0.0,9.097552000000064,0.0,0.0,0.0,0.0,0.0,1247.9121649534975,0.0,False,1,6,3,2,0.0,3,False,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,tictoc,1,1541.5757825735136,0.9620228901144516,0.9665653495440729,1.007201730605986,1.0,14.58520270001172,20.011032030002397,31.594275953012495,0.03459119496855346,22081.79716981132,7022011.5,10.0,756.2447235266293,0.9354440905897261,2297.8205061001427,0.9531102387768191,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.03459119496855346,11.0,0.03343465045592705,0.0069111708697213725,0.0,7.692789499998298,0.0,0.0,0.0,0.0,0.0,1541.5757825735136,0.0,False,1,6,3,2,0.0,3,False,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,16,13,3,dynamic-atcc,1,2380.9897920068356,1.4858605765170627,0.9748549323017408,1.0158398243504627,1.0,10.98415855001489,19.475162300010695,31.97260523100646,0.025793650793650792,21983.710459183672,11079790.07142857,20.0,628.3167506684705,0.7772023700085529,3009.306542675306,1.2482266869094187,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.025793650793650792,13.0,0.025145067698259187,0.015200753627389263,0.0,4.8002860000053715,0.0,0.0,0.0,0.0,0.0,2380.9897920068356,0.0,False,1,6,3,2,0.0,3,False,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,occ,1,1646.918050869295,1.0,0.9463806970509383,1.0,1.0,20.571058800015862,27.186457559990913,33.17914671520366,0.056657223796033995,22622.60610389298,7985779.954674222,14.0,699.8235343637231,1.0,2346.741585233018,1.0,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.056657223796033995,20.0,0.05361930294906166,0.0,0.0,9.97206200000278,0.0,0.0,0.0,0.0,0.0,1646.918050869295,0.0,False,1,6,3,2,0.0,3,False,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,2pl-nowait,1,1476.4569189116464,0.8964968949926355,0.9361702127659575,0.9892110180218191,1.0,22.604107000012156,29.992097720007962,32.593052624409154,0.06818181818181818,23004.62027744982,7085423.045454544,10.0,656.7357074379727,0.9384304402324428,2133.1926263496193,0.9090019283643475,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.06818181818181818,21.0,0.06382978723404255,-0.010210484284980836,0.0,11.326718000006508,0.15566200002581354,0.024714821428886667,0.0235094999965213,0.043845200001157984,0.0666141599845105,1476.4569189116464,0.0,False,1,6,3,2,0.0,3,False,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,2pl-wait-die,1,1581.464007333496,0.960256648167011,0.9375,0.9906161473087819,1.0,20.521145650003803,26.162540869997883,32.7074985442989,0.06666666666666667,22882.123636363634,7551100.8,14.0,623.0009725859227,0.890225809785538,2204.464979919419,0.939372700339534,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.06666666666666667,22.0,0.0625,-0.008880697050938302,0.0,10.885528000002864,0.16457600000308048,0.02476679090949746,0.02303050000307394,0.04939870001265949,0.0978109099870034,1581.464007333496,0.0,False,1,6,3,2,0.0,3,False,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,mvcc,1,1629.382279295016,0.9893523715008022,0.945054945054945,0.9985991345764716,1.0,19.252713900002025,29.73937344000148,48.12435327391963,0.05813953488372093,22648.406300703085,7791051.767441861,24.0,682.0670006351229,0.9746271269017205,2311.449279930139,0.9849611454772191,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.05813953488372093,20.0,0.054945054945054944,-0.001325751995993274,0.0,10.105165499993518,0.0,0.0,0.0,0.0,0.0,1629.382279295016,0.0,False,1,6,3,2,0.0,3,False,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,silo,1,1515.2679798538143,0.9200627675760845,0.9329446064139941,0.9858026577688946,1.0,24.680247350001153,32.291870979995,42.42621581740105,0.071875,22870.389199218745,7318524.543749998,18.0,596.6367670674395,0.8525531620051894,2111.9047469212537,0.8999306784396346,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.071875,23.0,0.06705539358600583,-0.013436090636944176,0.0,10.722794999992402,0.0,0.0,0.0,0.0,0.0,1515.2679798538143,0.0,False,1,6,3,2,0.0,3,False,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,tictoc,1,1395.8936594014806,0.8475793064898913,0.9247648902821317,0.9771595016295613,1.0,26.54089419999366,37.38880359999257,50.27763371160382,0.08135593220338982,23571.49558172939,6953591.1966101695,11.0,534.6982491944655,0.7640472532559385,1930.591908595946,0.8226691514499451,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.08135593220338982,24.0,0.07523510971786834,-0.02161580676880659,0.0,11.609286999998858,0.0,0.0,0.0,0.0,0.0,1395.8936594014806,0.0,False,1,6,3,2,0.0,3,False,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,24,19,5,dynamic-atcc,1,1696.7305449186863,1.0302458850475886,0.926509186351706,0.979002624671916,1.0,24.628416799998824,29.848023599997763,35.782818905612004,0.07932011331444759,23182.190812862635,8183313.35694051,25.0,855.57517562472,1.222558450256472,2552.305720543406,1.0875955565810527,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.07932011331444759,28.0,0.07349081364829396,-0.01987151069923232,0.0,9.659093000010444,0.0,0.0,0.0,0.0,0.0,1696.7305449186863,0.0,False,1,6,3,2,0.0,3,False,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,32,26,6,occ,1,1875.528066822545,1.0,0.9419953596287703,1.0,0.9975429975429976,28.747561749987938,37.95529690000733,53.13146952902131,0.054187192118226604,23456.09294852398,9523173.737100735,27.0,457.33319856017727,1.0,2332.861265382722,1.0,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.06157635467980296,25.0,0.058004640371229696,0.0,0.0,10.937405000007061,0.0,0.0,0.0,0.0,0.0,1875.528066822545,0.0,False,1,6,3,2,0.0,3,False,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,32,26,6,2pl-nowait,1,1565.2286810087787,0.8345535898380531,0.926829268292683,0.9839000360446954,1.0,36.49777500000653,49.81997954999852,65.44815746050732,0.07894736842105263,23945.135734072024,8189236.421052632,17.0,274.6015229839963,0.6004408248701923,1839.830203992775,0.7886582161116804,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.07894736842105263,27.0,0.07317073170731707,-0.015166091336087373,0.0,12.658410500009154,0.13470700000084435,0.027295385965291845,0.024221999993301324,0.055063299996049864,0.07769036998922726,1565.2286810087787,0.0,False,1,6,3,2,0.0,3,False,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,32,26,6,2pl-wait-die,1,1846.5862981121288,0.9845687360149996,0.9311163895486936,0.9884511425997214,0.9974554707379135,27.624575600007965,34.6796305000068,50.172285692991466,0.0663265306122449,23733.415894220285,9303499.030534351,24.0,273.21940125128435,0.5974186919109773,2119.805699363413,0.9086719946955972,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.07397959183673469,29.0,0.0688836104513064,-0.010878970080076766,0.0,11.588755000005335,0.14761699998189215,0.022952524173713653,0.021345999982713693,0.041605399991340164,0.06825684002706112,1846.5862981121288,0.0,False,1,6,3,2,0.0,3,False,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_20_agent_backend,0.8,tpcc,low,32,26,6,mvcc,1,1819.9134271459434,0.9703472101215621,0.9296116504854369,0.9868537471902051,1.0,33.775275300013156,54.10072013999696,86.86023252758741,0.07571801566579635,23754.794456298703,9098086.276762404,34.0,765.0288819073025,1.6728041706043735,2584.942309053246,1.108056594453836,0.0,0.0,0.0,0.0,0.0,0.2,agentic,0.25,paper,procedure,True,3,results/atcc_policy_bounded_20260709.json,eval,2703,920104,"8,16,24,32,40,48",0.07571801566579635,29.0,0.0703883495145631,-0.012383709143333421,0.0,10.822395000019469,0.0,0.0,0.0,0.0,0.0,1819.9134271459434,0.0,False,1,6,3,2,0.0,3,False,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
